Prekladiste 1: 452 hospod
Prekladiste 2: 524 hospod
Prekladiste 3: 435 hospod
Prekladiste 4: 534 hospod
Prekladiste 5: 490 hospod
Prekladiste 6: 429 hospod
Prekladiste 7: 434 hospod
Prekladiste 8: 502 hospod
Prekladiste soucet: 3800
Pivovar: 200
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=20]
Auto 162 patrici prekladisti 6 vyklada v case: den 0 12:21 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1791]
Auto 158 patrici prekladisti 6 vyklada v case: den 0 12:21 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=379]
Auto 151 patrici prekladisti 5 vyklada v case: den 0 12:21 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2075]
Auto 149 patrici prekladisti 5 vyklada v case: den 0 12:21 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3278]
Auto 101 patrici prekladisti 2 vyklada v case: den 0 12:21 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1872]
Auto 70 patrici prekladisti 1 vyklada v case: den 0 12:21 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1051]
Auto 50 patrici pivovaru vyklada v case: den 0 12:21 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3532]
Auto 0 patrici prekladisti 0 vyklada v case: den 0 12:21 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3407]
Auto 251 patrici prekladisti 0 vyklada v case: den 0 12:22 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2479]
Auto 225 patrici prekladisti 4 vyklada v case: den 0 12:22 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=2193]
Auto 216 patrici prekladisti 3 vyklada v case: den 0 12:22 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=512]
Auto 210 patrici prekladisti 3 vyklada v case: den 0 12:22 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=306]
Auto 184 patrici prekladisti 7 vyklada v case: den 0 12:22 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1650]
Auto 159 patrici prekladisti 6 vyklada v case: den 0 12:22 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1046]
Auto 77 patrici prekladisti 1 vyklada v case: den 0 12:22 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=2972]
Auto 62 patrici prekladisti 0 vyklada v case: den 0 12:22 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2577]
Auto 5 patrici prekladisti 4 vyklada v case: den 0 12:22 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3443]
Auto 291 patrici prekladisti 6 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=191]
Auto 279 patrici prekladisti 4 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1286]
Auto 269 patrici prekladisti 3 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1460]
Auto 255 patrici prekladisti 1 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2304]
Auto 241 patrici prekladisti 7 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1712]
Auto 237 patrici prekladisti 6 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=167]
Auto 179 patrici prekladisti 7 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2670]
Auto 174 patrici prekladisti 7 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=836]
Auto 167 patrici prekladisti 6 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3334]
Auto 141 patrici prekladisti 5 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3859]
Auto 127 patrici prekladisti 4 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=471]
Auto 95 patrici prekladisti 2 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=286]
Auto 78 patrici prekladisti 1 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1506]
Auto 67 patrici prekladisti 1 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1915]
Auto 63 patrici prekladisti 0 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1131]
Auto 48 patrici pivovaru vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2605]
Auto 44 patrici prekladisti 7 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=46]
Auto 41 patrici prekladisti 7 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=89]
Auto 31 patrici prekladisti 4 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2355]
Auto 24 patrici prekladisti 3 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3551]
Auto 3 patrici prekladisti 2 vyklada v case: den 0 12:23 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3312]
Auto 260 patrici prekladisti 2 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2228]
Auto 226 patrici prekladisti 5 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1256]
Auto 219 patrici prekladisti 4 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2248]
Auto 202 patrici prekladisti 1 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=3603]
Auto 152 patrici prekladisti 5 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=282]
Auto 134 patrici prekladisti 4 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3253]
Auto 124 patrici prekladisti 4 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=61]
Auto 98 patrici prekladisti 2 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3410]
Auto 74 patrici prekladisti 1 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1600]
Auto 68 patrici prekladisti 1 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2759]
Auto 54 patrici prekladisti 0 vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3645]
Auto 51 patrici pivovaru vyklada v case: den 0 12:24 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2331]
Auto 228 patrici prekladisti 5 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=612]
Auto 173 patrici prekladisti 7 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2763]
Auto 169 patrici prekladisti 7 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3919]
Auto 160 patrici prekladisti 6 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3493]
Auto 153 patrici prekladisti 6 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3024]
Auto 136 patrici prekladisti 4 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=342]
Auto 119 patrici prekladisti 3 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1732]
Auto 84 patrici prekladisti 1 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3951]
Auto 80 patrici prekladisti 1 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3145]
Auto 39 patrici prekladisti 6 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=974]
Auto 12 patrici prekladisti 0 vyklada v case: den 0 12:25 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3638]
Auto 293 patrici prekladisti 7 vyklada v case: den 0 12:26 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3131]
Auto 163 patrici prekladisti 6 vyklada v case: den 0 12:26 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=15]
Auto 156 patrici prekladisti 6 vyklada v case: den 0 12:26 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1137]
Auto 154 patrici prekladisti 6 vyklada v case: den 0 12:26 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=378]
Auto 55 patrici prekladisti 0 vyklada v case: den 0 12:26 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1610]
Auto 49 patrici pivovaru vyklada v case: den 0 12:26 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2795]
Auto 46 patrici pivovaru vyklada v case: den 0 12:26 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3499]
Auto 38 patrici prekladisti 6 vyklada v case: den 0 12:26 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=538]
Auto 29 patrici prekladisti 4 vyklada v case: den 0 12:26 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2499]
Auto 263 patrici prekladisti 2 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2751]
Auto 239 patrici prekladisti 7 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=884]
Auto 213 patrici prekladisti 3 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=3256]
Auto 175 patrici prekladisti 7 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1370]
Auto 166 patrici prekladisti 6 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=198]
Auto 164 patrici prekladisti 6 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3682]
Auto 155 patrici prekladisti 6 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=185]
Auto 146 patrici prekladisti 5 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3198]
Auto 87 patrici prekladisti 2 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3371]
Auto 81 patrici prekladisti 1 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1664]
Auto 60 patrici prekladisti 0 vyklada v case: den 0 12:27 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3536]
Auto 277 patrici prekladisti 4 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1153]
Auto 244 patrici prekladisti 7 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=552]
Auto 183 patrici prekladisti 7 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1333]
Auto 158 patrici prekladisti 6 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=728]
Auto 149 patrici prekladisti 5 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3232]
Auto 138 patrici prekladisti 4 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1134]
Auto 122 patrici prekladisti 4 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=769]
Auto 121 patrici prekladisti 3 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=107]
Auto 100 patrici prekladisti 2 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=820]
Auto 97 patrici prekladisti 2 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1414]
Auto 96 patrici prekladisti 2 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1196]
Auto 91 patrici prekladisti 2 vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=484]
Auto 51 patrici pivovaru vyklada v case: den 0 12:28 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2492]
Auto 283 patrici prekladisti 5 vyklada v case: den 0 12:29 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3038]
Auto 235 patrici prekladisti 6 vyklada v case: den 0 12:29 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1577]
Auto 227 patrici prekladisti 5 vyklada v case: den 0 12:29 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2028]
Auto 191 patrici prekladisti 0 vyklada v case: den 0 12:29 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2929]
Auto 131 patrici prekladisti 4 vyklada v case: den 0 12:29 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=1291]
Auto 53 patrici prekladisti 0 vyklada v case: den 0 12:29 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=876]
Auto 33 patrici prekladisti 5 vyklada v case: den 0 12:29 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3790]
Auto 2 patrici prekladisti 1 vyklada v case: den 0 12:29 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2262]
Auto 292 patrici prekladisti 6 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2950]
Auto 245 patrici prekladisti 7 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2177]
Auto 243 patrici prekladisti 7 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=510]
Auto 234 patrici prekladisti 6 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1170]
Auto 206 patrici prekladisti 2 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1385]
Auto 205 patrici prekladisti 2 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2154]
Auto 203 patrici prekladisti 1 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3516]
Auto 195 patrici prekladisti 0 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=681]
Auto 192 patrici prekladisti 0 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3658]
Auto 153 patrici prekladisti 6 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1240]
Auto 113 patrici prekladisti 3 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=493]
Auto 108 patrici prekladisti 3 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=754]
Auto 102 patrici prekladisti 2 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1798]
Auto 52 patrici prekladisti 0 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=118]
Auto 40 patrici prekladisti 7 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1770]
Auto 19 patrici prekladisti 2 vyklada v case: den 0 12:30 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1894]
Auto 278 patrici prekladisti 4 vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1774]
Auto 230 patrici prekladisti 5 vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=982]
Auto 224 patrici prekladisti 4 vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2368]
Auto 207 patrici prekladisti 2 vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=432]
Auto 135 patrici prekladisti 4 vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=732]
Auto 105 patrici prekladisti 3 vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=633]
Auto 90 patrici prekladisti 2 vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3299]
Auto 70 patrici prekladisti 1 vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1416]
Auto 47 patrici pivovaru vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3913]
Auto 13 patrici prekladisti 0 vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1394]
Auto 1 patrici prekladisti 0 vyklada v case: den 0 12:31 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1268]
Auto 229 patrici prekladisti 5 vyklada v case: den 0 12:32 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1669]
Auto 208 patrici prekladisti 2 vyklada v case: den 0 12:32 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=923]
Auto 204 patrici prekladisti 2 vyklada v case: den 0 12:32 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=654]
Auto 157 patrici prekladisti 6 vyklada v case: den 0 12:32 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=3192]
Auto 125 patrici prekladisti 4 vyklada v case: den 0 12:32 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3659]
Auto 93 patrici prekladisti 2 vyklada v case: den 0 12:32 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2410]
Auto 61 patrici prekladisti 0 vyklada v case: den 0 12:32 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3687]
Auto 27 patrici prekladisti 3 vyklada v case: den 0 12:32 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1510]
Auto 165 patrici prekladisti 6 vyklada v case: den 0 12:33 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=542]
Auto 144 patrici prekladisti 5 vyklada v case: den 0 12:33 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=50]
Auto 109 patrici prekladisti 3 vyklada v case: den 0 12:33 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1677]
Auto 94 patrici prekladisti 2 vyklada v case: den 0 12:33 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=171]
Auto 86 patrici prekladisti 1 vyklada v case: den 0 12:33 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2928]
Auto 82 patrici prekladisti 1 vyklada v case: den 0 12:33 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=129]
Auto 81 patrici prekladisti 1 vyklada v case: den 0 12:33 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=421]
Auto 66 patrici prekladisti 0 vyklada v case: den 0 12:33 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=705]
Auto 17 patrici prekladisti 1 vyklada v case: den 0 12:33 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=632]
Auto 289 patrici prekladisti 6 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3669]
Auto 252 patrici prekladisti 0 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1290]
Auto 233 patrici prekladisti 6 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=216]
Auto 221 patrici prekladisti 4 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3348]
Auto 220 patrici prekladisti 4 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1498]
Auto 199 patrici prekladisti 1 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2957]
Auto 198 patrici prekladisti 1 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3301]
Auto 194 patrici prekladisti 0 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1310]
Auto 181 patrici prekladisti 7 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=288]
Auto 168 patrici prekladisti 7 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1159]
Auto 140 patrici prekladisti 5 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3751]
Auto 114 patrici prekladisti 3 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1685]
Auto 107 patrici prekladisti 3 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2764]
Auto 69 patrici prekladisti 1 vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2222]
Auto 48 patrici pivovaru vyklada v case: den 0 12:34 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2921]
Auto 286 patrici prekladisti 5 vyklada v case: den 0 12:35 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=296]
Auto 231 patrici prekladisti 5 vyklada v case: den 0 12:35 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=427]
Auto 178 patrici prekladisti 7 vyklada v case: den 0 12:35 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1972]
Auto 142 patrici prekladisti 5 vyklada v case: den 0 12:35 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2092]
Auto 141 patrici prekladisti 5 vyklada v case: den 0 12:35 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3570]
Auto 137 patrici prekladisti 4 vyklada v case: den 0 12:35 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2458]
Auto 133 patrici prekladisti 4 vyklada v case: den 0 12:35 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=639]
Auto 89 patrici prekladisti 2 vyklada v case: den 0 12:35 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=749]
Auto 85 patrici prekladisti 1 vyklada v case: den 0 12:35 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2886]
Auto 76 patrici prekladisti 1 vyklada v case: den 0 12:35 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3325]
Auto 291 patrici prekladisti 6 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2979]
Auto 238 patrici prekladisti 6 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=430]
Auto 224 patrici prekladisti 4 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=2232]
Auto 216 patrici prekladisti 3 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=649]
Auto 193 patrici prekladisti 0 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3450]
Auto 183 patrici prekladisti 7 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2341]
Auto 159 patrici prekladisti 6 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1789]
Auto 152 patrici prekladisti 5 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1830]
Auto 143 patrici prekladisti 5 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=2778]
Auto 136 patrici prekladisti 4 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1045]
Auto 132 patrici prekladisti 4 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=669]
Auto 123 patrici prekladisti 4 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2308]
Auto 105 patrici prekladisti 3 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2668]
Auto 104 patrici prekladisti 3 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=280]
Auto 87 patrici prekladisti 2 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3550]
Auto 47 patrici pivovaru vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2785]
Auto 41 patrici prekladisti 7 vyklada v case: den 0 12:36 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3308]
Auto 200 patrici prekladisti 1 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3869]
Auto 182 patrici prekladisti 7 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3384]
Auto 158 patrici prekladisti 6 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1499]
Auto 150 patrici prekladisti 5 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3756]
Auto 129 patrici prekladisti 4 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3206]
Auto 127 patrici prekladisti 4 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2448]
Auto 119 patrici prekladisti 3 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=882]
Auto 117 patrici prekladisti 3 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3847]
Auto 112 patrici prekladisti 3 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=875]
Auto 108 patrici prekladisti 3 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=2118]
Auto 98 patrici prekladisti 2 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=527]
Auto 75 patrici prekladisti 1 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3607]
Auto 68 patrici prekladisti 1 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3706]
Auto 44 patrici prekladisti 7 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=546]
Auto 21 patrici prekladisti 2 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2794]
Auto 12 patrici prekladisti 0 vyklada v case: den 0 12:37 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3458]
Auto 255 patrici prekladisti 1 vyklada v case: den 0 12:38 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=706]
Auto 226 patrici prekladisti 5 vyklada v case: den 0 12:38 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2024]
Auto 219 patrici prekladisti 4 vyklada v case: den 0 12:38 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3291]
Auto 217 patrici prekladisti 3 vyklada v case: den 0 12:38 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=246]
Auto 212 patrici prekladisti 3 vyklada v case: den 0 12:38 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2462]
Auto 210 patrici prekladisti 3 vyklada v case: den 0 12:38 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2036]
Auto 172 patrici prekladisti 7 vyklada v case: den 0 12:38 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3553]
Auto 171 patrici prekladisti 7 vyklada v case: den 0 12:38 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1121]
Auto 145 patrici prekladisti 5 vyklada v case: den 0 12:38 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=913]
